include,week_of,dates,category,event,impact,outlet,srcdesc,url,srcdate
,"Aug 17, 2026",Aug 18,,,,ABC News,"Whistleblower alleges political pressure, lack of evidence in antisemitism probes targeting schools",https://abcnews.com/Politics/wireStory/whistleblower-alleges-political-pressure-lack-evidence-antisemitism-probes-135736144,"Aug 18, 2026"
,"Aug 17, 2026",Aug 18,,,,ABC News,Judge blocks Trump administration from moving FBI headquarters to DC office building,https://abcnews.com/Politics/wireStory/judge-blocks-trump-administration-moving-fbi-headquarters-dc-135723932,"Aug 18, 2026"
,"Aug 17, 2026",Aug 18,,,,ABC News,Ole Miss at Texas A&M? Texas Tech at Indiana? The CFP bracket based on the preseason AP Top 25,https://abcnews.com/Politics/wireStory/ole-miss-texas-texas-tech-indiana-cfp-bracket-135713441,"Aug 18, 2026"
,"Aug 17, 2026",Aug 19,,,,Politico,‘Woefully underprepared’: Graham critics seize on her foreign policy misstep,https://www.politico.com/news/2026/08/19/darline-graham-taiwan-flub-south-carolina-senate-01042395,"Aug 19, 2026"
Y,"Aug 17, 2026",Aug 19,,,,Politico,Trump tries to quiet his mass deportation campaign. Voters aren’t moving.,https://www.politico.com/news/2026/08/19/poll-trump-deportations-voters-midterms-01041099,"Aug 19, 2026"
,"Aug 17, 2026",Aug 19,,,,Politico,Florida rejects Democratic establishment — and even snubs Trump,https://www.politico.com/news/2026/08/18/florida-angie-nixon-trump-democratic-republican-primary-2026-01041405,"Aug 19, 2026"
,"Aug 17, 2026",Aug 19,,,,Politico,Trump’s pick for Wyoming governor is the latest endorsee to lose primary,https://www.politico.com/news/2026/08/18/trumps-pick-for-wyoming-governor-is-the-latest-endorsee-to-lose-primary-01041404,"Aug 19, 2026"
,"Aug 17, 2026",Aug 19,,,,NBC News,Mike Lindell says he’ll pay for recount after loss in Minnesota governor primary,https://www.nbcnews.com/politics/elections/mike-lindell-plans-pay-recount-losing-minnesota-gop-primary-governor-rcna593447,"Aug 19, 2026"
,"Aug 17, 2026",Aug 19,,,,ABC News,National security question trips up Sen. Darline Graham in South Carolina debate,https://abcnews.com/Politics/wireStory/national-security-question-trips-sen-darline-graham-south-135762503,"Aug 19, 2026"
,"Aug 17, 2026",Aug 20,,,,Politico,#Resistance Democrats are flopping in primaries,https://www.politico.com/news/2026/08/20/the-trump-resistance-is-losing-its-primaries-01042844,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,Politico,Michael Cohen won’t say if he’ll use his Trump interview to seek a pardon,https://www.politico.com/news/2026/08/19/michael-cohen-trump-interview-radio-pardon-01043191,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,NBC News,Democrat Aisha Wahab wins the special election for Eric Swalwell’s former California district,https://www.nbcnews.com/politics/2026-election/democrat-aisha-wahab-wins-special-election-eric-swalwells-former-calif-rcna350344,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,NBC News,What’s animating undecided voters in two key states: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/s-animating-undecided-voters-two-key-states-politics-desk-rcna593624,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,NBC News,Focus groups: Deep anxiety about the economy drives undecided voters in two key Senate races,https://www.nbcnews.com/politics/2026-election/focus-groups-deep-anxiety-economy-drives-undecided-voters-two-key-sena-rcna593115,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,The Guardian,The Guardian view on Trump’s MMR executive order: endangering the children he claims to care about | Editorial,https://www.theguardian.com/commentisfree/2026/aug/20/the-guardian-view-on-trumps-mmr-executive-order-endangering-the-children-he-claims-to-care-about,"Aug 20, 2026"
Y,"Aug 17, 2026",Aug 20,,,,The Guardian,Has Trump no shame about all the money he has made since being in office? | Francine Prose,https://www.theguardian.com/commentisfree/2026/aug/20/trump-money-earnings-billionaires,"Aug 20, 2026"
Y,"Aug 17, 2026",Aug 20,,,,The Guardian,From ‘predator’ to ‘conman’: how Michael Cohen has described Trump,https://www.theguardian.com/us-news/2026/aug/20/michael-cohen-donald-trump,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,The Guardian,This California town booted out its leaders. Now they’re refusing to leave,https://www.theguardian.com/us-news/2026/aug/20/california-avenal-council-election-recall-crisis,"Aug 20, 2026"
Y,"Aug 17, 2026",Aug 20,,,,The Guardian,Trump talks about grass as he shows off White House renovations – video,https://www.theguardian.com/us-news/video/2026/aug/19/trump-talks-grass-white-house,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,ABC News,"Trump says US and Canada have a trade deal, but key terms remain unclear",https://abcnews.com/Politics/wireStory/trump-us-canada-trade-deal-key-terms-remain-135785816,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,PBS NewsHour,Why primary polls appear to be so inaccurate this year,https://www.pbs.org/newshour/show/why-primary-polls-appear-to-be-so-inaccurate-this-year,"Aug 20, 2026"
,"Aug 17, 2026",Aug 20,,,,PBS NewsHour,WATCH: First lady Melania Trump announces Fostering the Future partnership with IndyCar and Fox,https://www.pbs.org/newshour/politics/watch-first-lady-melania-trump-announces-fostering-the-future-partnership-with-indycar-and-fox,"Aug 20, 2026"
Y,"Aug 17, 2026",Aug 21,,,,NPR,Supreme Court allows Trump's ballroom construction to continue for now,https://www.npr.org/2026/08/21/nx-s1-5935417/supreme-court-allows-trumps-ballroom-construction-to-continue-for-now,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NPR,Top Iran official says U.S. focus on economic warfare shows it has failed militarily,https://www.npr.org/2026/08/21/nx-s1-5940610/iran-us-threat-economic-warfare,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NPR,"Federal agents seize devices from ex-Rep. Eric Swalwell in sexual misconduct probe, AP source says",https://www.npr.org/2026/08/21/nx-s1-5940542/federal-agents-seize-eric-swalwell-sexual-misconduct-probe,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,Politico,Trump is finally hitting the campaign trail. It’s not for a battleground member.,https://www.politico.com/news/2026/08/21/trump-rally-south-carolina-darline-graham-01045166,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,'Dear Donald': Battleground district voters share their message to Trump,https://www.nbcnews.com/meet-the-press/video/-dear-donald-battleground-district-voters-share-their-message-to-trump-268689477753,"Aug 21, 2026"
Y,"Aug 17, 2026",Aug 21,,,,NBC News,Karoline Leavitt to work for Trump-affiliated super PAC after leaving White House,https://www.nbcnews.com/politics/white-house/karoline-leavitt-work-trump-affiliated-super-pac-leaving-white-house-rcna593824,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,Vance’s homecoming is a throwback to 2024 — and a preview for 2026 and 2028: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/vances-homecoming-throwback-2024-preview-midterm-politics-desk-rcna593794,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,Supreme Court temporarily allows Trump ballroom construction to continue,https://www.nbcnews.com/politics/supreme-court/supreme-court-trump-white-house-ballroom-rcna592899,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,Trump says loyalist Ed Martin to leave the DOJ to focus on election-related legal battles,https://www.nbcnews.com/politics/justice-department/trump-loyalist-ed-martin-leaving-justice-department-pardon-attorney-rcna593793,"Aug 21, 2026"
Y,"Aug 17, 2026",Aug 21,,,,NBC News,Navy discusses renaming aircraft carrier after Trump instead of heroic Black sailor,https://www.nbcnews.com/politics/trump-administration/navy-discusses-renaming-aircraft-carrier-trump-black-uss-doris-miller-rcna593667,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,USS Lincoln heads home after extended deployment to the Middle East,https://www.nbcnews.com/politics/national-security/uss-lincoln-heads-home-extended-deployment-middle-east-rcna593639,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,NBC News,Trump and former fixer Michael Cohen bury the hatchet,https://www.nbcnews.com/politics/donald-trump/president-fixer-michael-cohen-reunite-radio-show-rcna593535,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,The Guardian,"With ICC sanctions, Trump wants to make the world safe for war criminals | Kenneth Roth",https://www.theguardian.com/commentisfree/2026/aug/21/icc-sanctions-trump-war-criminals,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,The Guardian,"He has a work permit, a coffee shop – and an ICE ankle monitor: ‘Is this America?’",https://www.theguardian.com/us-news/2026/aug/21/san-diego-california-ice-arrest,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,The Guardian,Strangers in their own land: Mexicans deported from Trump’s America find refuge in ‘Little LA’,https://www.theguardian.com/world/2026/aug/21/mexico-city-little-la-us-deportees,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,The Guardian,Why is Trump’s ‘human printer’ aide Natalie Harp suddenly in the spotlight? - The Latest,https://www.theguardian.com/news/video/2026/aug/21/why-is-trumps-human-printer-aide-natalie-harp-suddenly-in-the-spotlight-the-latest,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,The Guardian,Historian Jill Lepore on the datacentre backlash | Politics Weekly America,https://www.theguardian.com/politics/video/2026/aug/21/jill-lepore-on-why-the-artificial-state-is-doomed-politics-weekly-america,"Aug 21, 2026"
Y,"Aug 17, 2026",Aug 21,,,,CBS News,Pentagon moves to fire publisher and editor of Stars and Stripes,https://www.cbsnews.com/news/stars-and-stripes-publisher-editor-separation-notices-pentagon/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,Trump administration deports immigrants to dangerous Central African Republic,https://www.cbsnews.com/video/trump-administration-deports-immigrants-to-dangerous-central-african-republic/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,"New details in firing of Stars and Stripes journalists amid ""woke distractions""",https://www.cbsnews.com/video/new-details-in-firing-of-stars-and-stripes-journalists-amid-woke-distractions/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,Reports of sexual assault in U.S. military declined for third straight year,https://www.cbsnews.com/news/reports-of-sexual-assault-military-declined-third-straight-year/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,8/21: The Takeout with Major Garrett,https://www.cbsnews.com/video/082126-the-takeout-with-major-garrett/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,Controversial pro-Trump attorney Ed Martin leaving administration,https://www.cbsnews.com/news/ed-martin-leaving-trump-administration-doj/,"Aug 21, 2026"
Y,"Aug 17, 2026",Aug 21,,,,CBS News,Court says prosecutor who subpoenaed Letitia James was unlawfully appointed,https://www.cbsnews.com/news/appeals-court-john-sarcone-letitia-james-federal-prosecutor/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,Trump to honor Artemis II crew with nation's top space medal,https://www.cbsnews.com/news/trump-artemis-ii-crew-space-medal/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,"Trump appears on radio show of Michael Cohen, patching up public split",https://www.cbsnews.com/news/trump-michael-cohen-radio-show-pardon-request/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,CBS News,"Liberia receives first group of ""third country"" deportees from U.S., officials say",https://www.cbsnews.com/news/liberia-first-group-third-country-deportees-from-u-s/,"Aug 21, 2026"
,"Aug 17, 2026",Aug 21,,,,ABC News,MAHA activists urge Trump against promoting coal to power energy-hungry AI data centers,https://abcnews.com/Politics/wireStory/maha-activists-urge-trump-promoting-coal-power-energy-135845160,"Aug 21, 2026"
